"uniprot","symbol","degree"
"Q8IXY8","PPIL6",4
"Q9NV70","EXOC1",4
"P49674","CSNK1E",4
"A2A3K4","PTPDC1",4
"P60880","SNAP25",4
"Q9UKW4","VAV3",4
"Q6GPH6","ITPRIPL1",4
"O95935","TBX18",4
"O75351","VPS4B",4
"P06702","S100A9",4
"P50747","HLCS",4
"Q8NHQ8","RASSF8",4
"Q12967","RALGDS",4
"Q96HP4","OXNAD1",4
"Q9UNY4","TTF2",4
"Q9BT30","ALKBH7",4
"Q8IYS8","BOD1L2",4
"O94817","ATG12",4
"O75808","CAPN15",4
"Q8IUR0","TRAPPC5",4
"Q9UHR6","ZNHIT2",4
"Q9H4B4","PLK3",4
"P57060","RWDD2B",4
"O14966","RAB29",4
"P78314","SH3BP2",4
"Q8NFP7","NUDT10",4
"Q96P53","WDFY2",4
"P20290","BTF3",4
"P45974","USP5",4
"Q08289","CACNB2",4
"Q8IVL6","P3H3",4
"Q6ICB4","PHETA2",4
"Q5VTT5","MYOM3",4
"Q9BX79","STRA6",4
"P28340","POLD1",4
"Q5T8A7","PPP1R26",4
"P09758","TACSTD2",4
"Q5VV41","ARHGEF16",4
"Q9P0L2","MARK1",4
"P60660","MYL6",4
"Q8TEW6","DOK4",4
"P16619","CCL3L1",4
"Q10471","GALNT2",4
"P16278","GLB1",4
"Q7Z3H4","SAMD7",4
"Q96JG8","MAGED4B",4
"Q9H7N4","SCAF1",4
"Q9NTN9","SEMA4G",4
"Q969W0","SPTSSA",4
"Q96BZ9","TBC1D20",4
"Q8TBE7","SLC35G2",4
"Q9BQJ4","TMEM47",4
"Q9Y5Q5","CORIN",4
"Q6ZSM3","SLC16A12",4
"Q9NRX5","SERINC1",4
"Q96BI1","SLC22A18",4
"Q6NT55","CYP4F22",4
"Q8N130","SLC34A3",4
"P14324","FDPS",4
"Q5W0B7","TMEM236",4
"Q6UX41","BTNL8",4
"Q2M3D2",NA,4
"Q96LB9","PGLYRP3",4
"Q96GC9","VMP1",4
"O60927","PPP1R11",4
"Q9NYW0","TAS2R10",4
"Q8N371","KDM8",4
"Q969Y0","NXPE3",4
"Q8N8N0","RNF152",4
"O75575","CRCP",4
"Q96G30","MRAP2",4
"P19784","CSNK2A2",4
"Q8NH19","OR10AG1",4
"Q6P1Q0","LETMD1",4
"P67936","TPM4",4
"Q9NZ42","PSENEN",4
"Q9NY91","SLC5A4",4
"Q9BXJ3","C1QTNF4",4
"Q8WV35",NA,4
"P05362","ICAM1",4
"Q9BT09","CNPY3",4
"Q9NWX6","THG1L",3
"Q14592","ZNF460",3
"Q96S82","UBL7",3
"Q96GA3","LTV1",3
"Q9Y6X0","SETBP1",3
"Q8IXM2","C17orf49",3
"P35249","RFC4",3
"Q9NS73","MBIP",3
"Q96BM9","ARL8A",3
"Q9UBK2","PPARGC1A",3
"P05162","LGALS2",3
"O00139","KIF2A",3
"Q13976","PRKG1",3
"Q8IUF8","RIOX2",3
"P25788","PSMA3",3
"Q96QK1","VPS35",3
"Q13416","ORC2",3
"P62258","YWHAE",3
"Q2NKQ1","SGSM1",3
"Q8IUY3","GRAMD2A",3
"Q9H175","CSRNP2",3
"P50548","ERF",3
"Q8IX21","SLF2",3
"Q9NPC3","CCNB1IP1",3
"Q9UKK6","NXT1",3
"O75690","KRTAP5-8",3
"Q96F10","SAT2",3
"Q7RTU7","SCX",3
"Q9P2F8","SIPA1L2",3
"Q9Y388","RBMX2",3
"Q9H0M0","WWP1",3
"Q9GZT4","SRR",3
"P02511","CRYAB",3
"Q9UNE7","STUB1",3
"Q5EBL2","ZNF628",3
"O43399","TPD52L2",3
"O15078","CEP290",3
"Q14982","OPCML",3
"Q96K21","ZFYVE19",3
"Q02750","MAP2K1",3
"Q96KN8","PLAAT5",3
"O15294","OGT",3
"Q9BSQ5","CCM2",3
"Q96CD0","FBXL8",3
"P12757","SKIL",3
"Q9BU64","CENPO",3
"O94915","FRYL",3
"Q13418","ILK",3
"Q9Y5S9","RBM8A",3
"O96004","HAND1",3
"Q9Y6M4","CSNK1G3",3
"P11217","PYGM",3
"Q13492","PICALM",3
"Q96AJ1","CLUAP1",3
"Q96DN6","MBD6",3
"Q16594","TAF9",3
"Q9C019","TRIM15",3
"Q6P1K8","GTF2H2C",3
"Q9BUW7","BBLN",3
"Q14168","MPP2",3
"O95810","CAVIN2",3
"P24522","GADD45A",3
"Q9UII5","ZNF107",3
"Q53GI3","ZNF394",3
"P09467","FBP1",3
"Q6ZTQ4","CDHR3",3
"P11532","DMD",3
"Q13371","PDCL",3
"Q14296","FASTK",3
"Q8IY42","C4orf19",3
"P43355","MAGEA1",3
"Q8N446","ZNF843",3
"Q8TC92","ENOX1",3
"Q9NVH1","DNAJC11",3
"Q9Y6Y8","SEC23IP",3
"Q9HAU4","SMURF2",3
"Q9BPU6","DPYSL5",3
"Q9H706","GAREM1",3
"P62826","RAN",3
"Q9NW68","BSDC1",3
"Q8N1H7","C14orf39",3
"P0CI25","TRIM49",3
"Q96JB5","CDK5RAP3",3
"Q6IPM2","IQCE",3
"Q9H0H5","RACGAP1",3
"Q8N165","PDIK1L",3
"Q7Z4H3","HDDC2",3
"P30279","CCND2",3
"P46019","PHKA2",3
"Q9BY11","PACSIN1",3
"Q6UXF1","TMEM108",3
"Q9UJY4","GGA2",3
"Q03426","MVK",3
"Q9H8K7","C10orf88",3
"Q9BU20","CPLANE2",3
"Q9NZW5","PALS2",3
"Q8WVF5","KCTD4",3
"P25208","NFYB",3
"Q96DX7","TRIM44",3
"Q6TFL4","KLHL24",3
"P13378","HOXD8",3
"Q7L2K0","TEDC2",3
"O00757","FBP2",3
"O95749","GGPS1",3
"Q14694","USP10",3
"Q96IJ6","GMPPA",3
"Q8IYM1","SEPTIN12",3
"P32929","CTH",3
"P35555","FBN1",3
"Q96AT9","RPE",3
"Q7Z4W1","DCXR",3
"P29218","IMPA1",3
"Q92974","ARHGEF2",3
"Q99946","PRRT1",3
"P62854","RPS26",3
"Q9Y2Y0","ARL2BP",3
"P11926","ODC1",3
"Q9BPX5","ARPC5L",3
"Q8WX92","NELFB",3
"O14818","PSMA7",3
"Q03395","ROM1",3
"Q8N0X2","SPAG16",3
"O00566","MPHOSPH10",3
"Q9Y5G9","PCDHGA4",3
"P52741","ZNF134",3
"Q9NZL3","ZNF224",3
"P60763","RAC3",3
"Q8N1W2","ZNF710",3
"P57735","RAB25",3
"P61587","RND3",3
"Q13242","SRSF9",3
"P62304","SNRPE",3
"P04155","TFF1",3
"Q9BRV3","SLC50A1",3
"Q9NPD3","EXOSC4",3
"O43314","PPIP5K2",3
"P46108","CRK",3
"Q8TBY0","RBM46",3
"Q96D59","RNF183",3
"P02730","SLC4A1",3
"Q2TAP0","GOLGA7B",3
"P27701","CD82",3
"Q0VAM2","RASGEF1B",3
"P08621","SNRNP70",3
"O14639","ABLIM1",3
"Q8N668","COMMD1",3
"P13861","PRKAR2A",3
"Q9UPY5","SLC7A11",3
"A1L190","SYCE3",3
"Q0ZGT2","NEXN",3
"Q5SY68",NA,3
"P06132","UROD",3
"O60506","SYNCRIP",3
"P78346","RPP30",3
"Q9NRU3","CNNM1",3
"O95630","STAMBP",3
"Q9Y232","CDYL",3
"P57078",NA,3
"Q16718","NDUFA5",3
"Q7Z4G1","COMMD6",3
"O95219","SNX4",3
"Q99848","EBNA1BP2",3
"Q7L099","RUFY3",3
"Q9UK22","FBXO2",3
"P31025","LCN1",3
"Q15528","MED22",3
"A6NKF2","ARID3C",3
"Q5VY43","PEAR1",3
"Q9H0H0","INTS2",3
"Q8WVL7","ANKRD49",3
"Q6PII3","CCDC174",3
"P68543","UBXN2A",3
"P05981","HPN",3
"P31513","FMO3",3
"Q8WUW1","BRK1",3
"O43615","TIMM44",3
"Q8WVC0","LEO1",3
"Q86WR7","PROSER2",3
"Q8NFU4","FDCSP",3
"O15037","KHNYN",3
"Q9Y4X4","KLF12",3
"O43242","PSMD3",3
"P55036","PSMD4",3
"O43680","TCF21",3
"Q06418","TYRO3",3
"O95954","FTCD",3
"O15258","RER1",3
"O75494","SRSF10",3
"Q96LX8","ZNF597",3
"Q8TAP9","MPLKIP",3
"P20132","SDS",3
"Q9BT78","COPS4",3
"A6NH52","TVP23A",3
"Q9NX95","SYBU",3
"P53999","SUB1",3
"O00422","SAP18",3
"Q9UIJ7","AK3",3
"P49682","CXCR3",3
"O60641","SNAP91",3
"Q6PGQ1","DRICH1",3
"Q9Y2M2","SSUH2",3
"P63220","RPS21",3
"P52742","ZNF135",3
"A4D1S5","RAB19",3
"Q8N8Q1","CYB561D1",3
"O00585","CCL21",3
"Q96HU8","DIRAS2",3
"P01229","LHB",3
"Q13433","SLC39A6",3
"O95166","GABARAP",3
"P04085","PDGFA",3
"Q9NX55","HYPK",3
"Q92615","LARP4B",3
"P01282","VIP",3
"P20273","CD22",3
"P57081","WDR4",3
"Q9Y2K9","STXBP5L",3
"O75436","VPS26A",3
"Q16613","AANAT",3
"O60663","LMX1B",3
"O15165","LDLRAD4",3
"Q9UIG8","SLCO3A1",3
"Q8WWF5","ZNRF4",3
"Q96QE2","SLC2A13",3
"Q8N6D2","RNF182",3
"P62072","TIMM10",3
"P52738","ZNF140",3
"Q5SZL2","CEP85L",3
"Q9Y5X3","SNX5",3
"Q8NEJ9","NGDN",3
"Q15466","NR0B2",3
"Q8IXI1","RHOT2",3
"Q9BXJ0","C1QTNF5",3
"Q96DZ5","CLIP3",3
"Q9Y4P9","SPEF1",3
"Q9UBK5","HCST",3
"Q08AG7","MZT1",3
"Q8IVM0","CCDC50",3
"Q6ZVH7","ESPNL",3
"A6NKB5","PCNX2",3
"Q9BUV0","RSRP1",3
"Q6NVH7","SWSAP1",3
"Q8N5I3","KCNRG",3
"A6NM10","AQP12B",3
"Q8NBB4","ZSCAN1",3
"Q86VY9","TMEM200A",3
"Q8N4L2","PIP4P2",3
"Q9Y2Y1","POLR3K",3
"Q14244","MAP7",3
"O43699","SIGLEC6",3
"Q9UIY3","RWDD2A",3
"Q9BX40","LSM14B",3
"Q9P2J2","IGSF9",3
"Q02223","TNFRSF17",3
"Q9UI30","TRMT112",3
"Q8N7X8","SIGLECL1",3
"Q9Y3A4","RRP7A",3
"P78310","CXADR",3
"O95500","CLDN14",3
"Q6UWQ7","IGFL2",3
"Q8IV50","LYSMD2",3
"Q5JTJ3","COA6",3
"O43663","PRC1",3
"Q13061","TRDN",3
"Q86SS6","SYT9",3
"Q6UW88","EPGN",3
"P35212","GJA4",3
"P27815","PDE4A",3
"Q9BSJ6","PIMREG",3
"P62380","TBPL1",3
"Q15907","RAB11B",3
"Q8IY22","CMIP",3
"Q49AM1","MTERF2",3
"Q9H5J4","ELOVL6",3
"O96000","NDUFB10",3
"Q96G27","WBP1",3
"Q15842","KCNJ8",3
"Q9NPC8","SIX2",3
"P58511","SMIM11",3
"Q9H5V9","STEEP1",3
"Q9BRH9","ZNF251",3
"Q9Y336","SIGLEC9",3
"Q5JUW0","KRBOX4",3
"P36383","GJC1",3
"P11684","SCGB1A1",3
"Q8NBT2","SPC24",3
"Q14585","ZNF345",3
"Q8WXX5","DNAJC9",3
"P37108","SRP14",3
"P29692","EEF1D",3
"Q9UBT3","DKK4",3
"Q6DKI2","LGALS9C",3
"Q5MJ70","SPDYA",3
"Q6ZS27","ZNF662",3
"P0DPB3","SCHIP1",3
"Q9NWW7","C2orf42",3
"O43623","SNAI2",3
"P62070","RRAS2",3
"Q9UJW8","ZNF180",3
"Q8NDX2","SLC17A8",3
"Q9NRG4","SMYD2",3
"O00472","ELL2",3
"P62318","SNRPD3",3
"Q8NEA5","C19orf18",3
"Q9Y279","VSIG4",3
"P10451","SPP1",3
"O95182","NDUFA7",3
"P85298","ARHGAP8",3
"Q13595","TRA2A",3
"Q3MHD2","LSM12",3
"Q9NY99","SNTG2",3
"Q6PUV4","CPLX2",3
"Q9HBJ8","CLTRN",3
"Q8IZU3","SYCP3",3
"P63215","GNG3",3
"Q8WWG9","KCNE4",3
"Q16553","LY6E",3
"O75155","CAND2",3
"O95868","LY6G6D",3
"Q9ULD2","MTUS1",3
"P62324","BTG1",3
"Q9H672","ASB7",3
"O00141","SGK1",3
"Q96BH1","RNF25",3
"Q8NDD1","C1orf131",3
"P13984","GTF2F2",3
"Q5VUM1","SDHAF4",3
"Q969W8","ZNF566",3
"P15927","RPA2",3
"Q96A37","RNF166",3
"Q8WXI8","CLEC4D",3
"O60894","RAMP1",3
"Q99619","SPSB2",3
"P27694","RPA1",3
"P48454","PPP3CC",3
"Q6P1J6","PLB1",3
"O15079","SNPH",3
"Q86TJ2","TADA2B",3
"Q9BVJ6","UTP14A",3
"P07686","HEXB",3
"P17098","ZNF8",3
"O95873","C6orf47",3
"P02545","LMNA",3
"Q8NET5","NFAM1",3
"O60304","ZNF500",3
"Q9HD64","XAGE1B",3
"Q9BV36","MLPH",3
"Q9HD90","NEUROD4",3
"Q9Y2S7","POLDIP2",3
"Q9H7T9","AUNIP",3
"Q9HAK2","EBF2",3
"Q9BXI9","C1QTNF6",3
"D6RGH6","MCIDAS",3
"P62913","RPL11",3
"P19404","NDUFV2",3
"Q8WVT3","TRAPPC12",3
"P05198","EIF2S1",3
"A0A1B0GUV7","TEX48",3
"Q9UNH7","SNX6",3
"Q9NVA2","SEPTIN11",3
"P53701","HCCS",3
"Q8N2W9","PIAS4",3
"Q9P015","MRPL15",3
"Q96PM5","RCHY1",3
"P40313","CTRL",3
"O14595","CTDSP2",3
"P51843","NR0B1",3
"P16410","CTLA4",3
"Q7L590","MCM10",3
"O14732","IMPA2",3
"Q14247","CTTN",3
"Q9UNH6","SNX7",3
"P10768","ESD",3
"P27986","PIK3R1",3
"Q9NS37","CREBZF",3
"Q96PU8","QKI",3
"P11216","PYGB",3
"Q9UBW7","ZMYM2",3
"Q8IYX0","ZNF679",3
"Q9NPJ3","ACOT13",3
"P08048","ZFY",3
"Q96MT3","PRICKLE1",3
"Q93099","HGD",3
"Q15024","EXOSC7",3
"O94989","ARHGEF15",3
"Q99418","CYTH2",3
"Q8IZ83","ALDH16A1",3
"P41225","SOX3",3
"Q86SE8","NPM2",3
"Q8NHU0","CT45A3",3
"P13798","APEH",3
"Q99594","TEAD3",3
"P17707","AMD1",3
"Q9BSG1","ZNF2",3
"Q9H3S4","TPK1",3
"Q5XKK7","FAM219B",3
"O43598","DNPH1",3
"P49789","FHIT",3
"O60678","PRMT3",3
"P17735","TAT",3
"Q99832","CCT7",3
"P17812","CTPS1",3
"Q5BKX8","CAVIN4",3
"P25024","CXCR1",3
"O75822","EIF3J",3
"Q9NTX7","RNF146",3
"Q8TEZ7","PAQR8",3
"Q3KNV8","PCGF3",3
"Q9NP61","ARFGAP3",3
"O00160","MYO1F",3
"Q9UQL6","HDAC5",3
"Q13630","GFUS",3
"Q9H5J8","TAF1D",3
"Q8WTT0","CLEC4C",3
"Q08623","PUDP",3
"Q9UN86","G3BP2",3
"Q9Y330","ZBTB12",3
"O60422","ONECUT3",3
"Q9ULY5","CLEC4E",3
"Q04837","SSBP1",3
"Q96HQ2","CDKN2AIPNL",3
"Q9HAS0","C17orf75",3
"P0CI26","TRIM49C",3
"Q8NCL9","APCDD1L",3
"Q8TE85","GRHL3",3
"Q6FI81","CIAPIN1",3
"Q8NI37","PPTC7",3
"P22061","PCMT1",3
"Q8TEB7","RNF128",3
"Q9Y3Q0","NAALAD2",3
"Q9BSF0","C2orf88",3
"Q9P1Y5","CAMSAP3",3
"P61201","COPS2",3
"Q96JP0","FEM1C",3
"Q00266","MAT1A",3
"Q6L9T8","FAM72D",3
"O00299","CLIC1",3
"Q86XI6","PPP1R3B",3
"Q00537","CDK17",3
"Q8TF71","SLC16A10",3
"Q6IEG0","SNRNP48",3
"O15389","SIGLEC5",3
"Q9BUG6","ZSCAN5A",3
"O95237","LRAT",3
"P61106","RAB14",3
"Q8N485","LIX1",3
"P30044","PRDX5",3
"Q969V5","MUL1",3
"Q499Z4","ZNF672",3
"Q8NHW6","OTOS",3
"P04554","PRM2",3
"Q9Y295","DRG1",3
"Q6ZMM2","ADAMTSL5",3
"Q16527","CSRP2",3
"Q8IXW5","RPAP2",3
"Q96PB7","OLFM3",3
"P58397","ADAMTS12",3
"Q8TC07","TBC1D15",3
"P17931","LGALS3",3
"Q9BYH1","SEZ6L",3
"Q15772","SPEG",3
"P10176","COX8A",3
"Q17RF5","ODAPH",3
"Q3ZCW2","LGALSL",3
"Q9Y4Z2","NEUROG3",3
"Q6PJ21","SPSB3",3
"Q9UK13","ZNF221",3
"O60888","CUTA",3
"O14745","SLC9A3R1",3
"O00244","ATOX1",3
"Q8TF63","DCANP1",3
"Q96PK6","RBM14",3
"P36639","NUDT1",3
"Q8WV99","ZFAND2B",3
"Q15599","SLC9A3R2",3
"P01160","NPPA",3
"Q9NVR0","KLHL11",3
"O15119","TBX3",3
"Q9BTE7","DCUN1D5",3
"O14647","CHD2",3
"P07602","PSAP",3
"Q99819","ARHGDIG",3
"Q9BVM4","GGACT",3
"Q96RD9","FCRL5",3
"Q00403","GTF2B",3
"A6NJL1","ZSCAN5B",3
"P14222","PRF1",3
"Q96K78","ADGRG7",3
"Q14964","RAB39A",3
"Q9XRX5",NA,3
"Q8N895","ZNF366",3
"Q13444","ADAM15",3
"P31146","CORO1A",3
"Q96EY9","ADAT3",3
"Q96LL4","C8orf48",3
"P53567","CEBPG",3
"Q96KB5","PBK",3
"Q9BZI1","IRX2",3
"Q8NAX2","KDF1",3
"Q9NQZ2","UTP3",3
"O00305","CACNB4",3
"Q5QJ74","TBCEL",3
"P28347","TEAD1",3
"Q9Y6J9","TAF6L",3
"Q6VN20","RANBP10",3
"Q8WVJ9","TWIST2",3
"P29373","CRABP2",3
"Q15027","ACAP1",3
"Q8WVZ9","KBTBD7",3
"Q96MP5","ZSWIM3",3
"P31751","AKT2",3
"Q9BSD3","RHNO1",3
"Q8TF74","WIPF2",3
"Q14CX5","MFSD13A",3
"Q99958","FOXC2",3
"P16860","NPPB",3
"P55291","CDH15",3
"Q9Y5X0","SNX10",3
"Q712K3","UBE2R2",3
"P04843","RPN1",3
"Q8IWW6","ARHGAP12",3
"Q09161","NCBP1",3
"P35590","TIE1",3
"Q9H0E9","BRD8",3
"Q99571","P2RX4",3
"Q13228","SELENBP1",3
"P02042","HBD",3
"Q9HAZ1","CLK4",3
"Q9NQ50","MRPL40",3
"Q9UKA9","PTBP2",3
"Q5JTD0","TJAP1",3
"Q9NS75","CYSLTR2",3
"P04066","FUCA1",3
"P41970","ELK3",3
"Q9GZV4","EIF5A2",3
"Q9BZP6","CHIA",3
"P55210","CASP7",3
"Q9UIE0","ZNF230",3
"Q6ZNE5","ATG14",3
"P02686","MBP",3
"Q9Y584","TIMM22",3
"O60826","CCDC22",3
"Q96JB3","HIC2",3
"Q9ULS6","KCNS2",3
"O75146","HIP1R",3
"Q96GD3","SCMH1",3
"Q9NR33","POLE4",3
"Q86WW8","COA5",3
"Q9BW61","DDA1",3
"Q86TD4","SRL",3
"Q8N131","TMEM123",3
"P61225","RAP2B",3
"Q9Y547","HSPB11",3
"Q5BJF6","ODF2",3
"O94827","PLEKHG5",3
"P49354","FNTA",3
"Q9UIW0","VAX2",3
"Q9UHY1","NRBP1",3
"Q8NFA0","USP32",3
"Q5JTB6","PLAC9",3
"Q13698","CACNA1S",3
"P55211","CASP9",3
"Q8WYK2","JDP2",3
"Q9C0A6","SETD5",3
"Q9BZR8","BCL2L14",3
"O95007","OR6B1",3
"O60645","EXOC3",3
"Q9H1M0","NUP62CL",3
"Q9GZZ1","NAA50",3
"Q96FX2","DPH3",3
"Q12765","SCRN1",3
"A5D8T8","CLEC18A",3
"O60519","CREBL2",3
"Q8N5L8","RPP25L",3
"O95486","SEC24A",3
"Q92835","INPP5D",3
"Q9Y263","PLAA",3
"Q6B0B8","TIGD3",3
"Q9BRQ8","AIFM2",3
"P24390","KDELR1",3
"O00468","AGRN",3
"Q9H310","RHBG",3
"Q9NVM1","EVA1B",3
"Q9H2F9","CCDC68",3
"P27797","CALR",3
"Q9HB75","PIDD1",3
"P02100","HBE1",3
"Q63HM1","AFMID",3
"Q13085","ACACA",3
"Q92673","SORL1",3
"Q14240","EIF4A2",3
"Q9Y285","FARSA",3
"Q8IWB6","TEX14",3
"P08195","SLC3A2",3
"Q9BRL7","SEC22C",3
"P36955","SERPINF1",3
"Q8IWB1","ITPRIP",3
"Q16540","MRPL23",3
"P63211","GNGT1",3
"Q9NS86","LANCL2",3
"Q70EK8","USP53",3
"Q86Y79","PTRH1",3
"Q9H8U3","ZFAND3",3
"Q7Z614","SNX20",3
"P23760","PAX3",3
"Q9H082","RAB33B",3
"Q53SZ7","PRR30",3
"Q9NXF8","ZDHHC7",3
"P14060","HSD3B1",3
"P54136","RARS1",3
"P42167","TMPO",3
"O14990",NA,3
"Q8NHY0","B4GALNT2",3
"Q6NXS1",NA,3
"P56378","ATP5MJ",3
"Q5NDL2","EOGT",3
"Q8WWC4","MAIP1",3
"Q5TGZ0","MICOS10",3
"O00241","SIRPB1",3
"Q14210","LY6D",3
"P02656","APOC3",3
"Q93015","NAA80",3
"P16930","FAH",3
"P23560","BDNF",3
"Q6TCH4","PAQR6",3
"Q08722","CD47",3
"P06028","GYPB",3
"Q2T9K0","TMEM44",3
"O76024","WFS1",3
"Q96II8","LRCH3",3
"O60242","ADGRB3",3
"Q8WXG1","RSAD2",3
"P27338","MAOB",3
"Q14534","SQLE",3
"Q9NVJ2","ARL8B",3
"Q5R3K3","CALHM6",3
"P41732","TSPAN7",3
"Q8NET1","DEFB108B",3
"Q76KX8","ZNF534",3
"Q6NUT3","MFSD12",3
"Q49AR2","C5orf22",3
"Q9BQI9","NRIP2",3
"O14737","PDCD5",3
"Q9UKT7","FBXL3",3
"Q70CQ1","USP49",3
"Q9Y231","FUT9",3
"Q01804","OTUD4",3
"P07942","LAMB1",3
"Q9NVM4","PRMT7",3
"Q86UP9","LHFPL3",3
"O75711","SCRG1",3
"P51813","BMX",3
"Q08495","DMTN",3
"P08218","CELA2B",3
"P41223","BUD31",3
"P35523","CLCN1",3
"Q9NY35","CLDND1",3
"Q8NCG7","DAGLB",2
"Q8WTP9","XAGE3",2
"Q96AP4","ZUP1",2
"Q13247","SRSF6",2
"Q8WX93","PALLD",2
"Q15628","TRADD",2
"Q96DH6","MSI2",2
"Q9H446","RWDD1",2
"Q9NQ79","CRTAC1",2
"Q7Z5R6","APBB1IP",2
"Q5HY92","FIGN",2
"Q14011","CIRBP",2
"P43354","NR4A2",2
"Q9HCN4","GPN1",2
"Q9UJ55","MAGEL2",2
"Q9NRJ3","CCL28",2
"Q9UJW7","ZNF229",2
"Q16520","BATF",2
"O43390","HNRNPR",2
"Q9P0K8","FOXJ2",2
"P19623","SRM",2
"Q9Y2L9","LRCH1",2
"P14174","MIF",2
"Q02575","NHLH1",2
"Q01658","DR1",2
"Q92802","N4BP2L2",2
"Q9P289","STK26",2
"Q9Y473","ZNF175",2
"Q9Y577","TRIM17",2
"Q9UJ72","ANXA10",2
"Q9UPU3","SORCS3",2
"Q9Y3B6","EMC9",2
"Q96GA7","SDSL",2
"Q9H0K4","RSPH6A",2
"Q7Z3K6","MIER3",2
"Q6ZVM7","TOM1L2",2
"Q14596","NBR1",2
"Q08648","SPAG11B",2
"P63096","GNAI1",2
"Q9UJU6","DBNL",2
"Q5T481","RBM20",2
"Q9Y530","OARD1",2
"O43822","CFAP410",2
"P07451","CA3",2
"O15516","CLOCK",2
"Q96KN4","LRATD1",2
"Q13042","CDC16",2
"Q96AQ9","FAM131C",2
"Q86V42","FAM124A",2
"Q8IYS0","GRAMD1C",2
"Q8IUZ5","PHYKPL",2
"O00329","PIK3CD",2
"A1L162","ERICH2",2
"P02792","FTL",2
"Q9HAB8","PPCS",2
"Q00796","SORD",2
"Q9Y2Q5","LAMTOR2",2
"Q9HBM6","TAF9B",2
"Q9Y6B7","AP4B1",2
"O14948","TFEC",2
"Q01432","AMPD3",2
"Q14938","NFIX",2
"Q9NQX3","GPHN",2
"Q8N7X4","MAGEB6",2
"Q9BWK5","CYREN",2
"Q9UDY8","MALT1",2
"Q9BXD5","NPL",2
"Q96RI1","NR1H4",2
"Q14376","GALE",2
"Q8TAT6","NPLOC4",2
"Q9BTD8","RBM42",2
"Q86UT5","PDZD3",2
"Q8N3V7","SYNPO",2
"Q6AI12","ANKRD40",2
"Q9NVD7","PARVA",2
"P61604","HSPE1",2
"Q9UHI8","ADAMTS1",2
"Q13615","MTMR3",2
"O75113","N4BP1",2
"P05161","ISG15",2
"P98169","ZXDB",2
"Q9H5J0",NA,2
"P48163","ME1",2
"Q8IYU4","UBQLNL",2
"Q8NEL9","DDHD1",2
"Q9H9E1","ANKRA2",2
"Q96PU5","NEDD4L",2
"P29728","OAS2",2
"Q12857","NFIA",2
"P09681","GIP",2
"Q9NXK8","FBXL12",2
"O43347","MSI1",2
"Q92871","PMM1",2
"Q9HCI5","MAGEE1",2
"P19878","NCF2",2
"Q13516","OLIG2",2
"Q14CW9",NA,2
"O14977","AZIN1",2
"Q9NZN3","EHD3",2
"Q9H270","VPS11",2
"O60880","SH2D1A",2
"O75461","E2F6",2
"O75936","BBOX1",2
"P60372",NA,2
"P19525","EIF2AK2",2
"P30626","SRI",2
"O75530","EED",2
"P50553","ASCL1",2
"Q9H0Z9","RBM38",2
"Q8NFH5","NUP35",2
"Q12772","SREBF2",2
"P42684","ABL2",2
"Q9BW04","C1orf116",2
"Q9H4D5","NXF3",2
"O43815","STRN",2
"O14879","IFIT3",2
"O75398","DEAF1",2
"Q15477","SKIV2L",2
"Q86VH2","KIF27",2
"Q9UBC2","EPS15L1",2
"Q05639","EEF1A2",2
"Q9Y6E0","STK24",2
"Q16659","MAPK6",2
"Q9Y463","DYRK1B",2
"Q9Y5P3","RAI2",2
"Q96FT9","IFT43",2
"P29474","NOS3",2
"Q12798","CETN1",2
"Q02080","BORCS8-MEF2B",2
"Q9BR61","ACBD6",2
"O15234","CASC3",2
"Q8IXS8","FAM126B",2
"Q14257","RCN2",2
"O43704","SULT1B1",2
"Q9Y478","PRKAB1",2
"Q6IE81","JADE1",2
"Q9BXI3","NT5C1A",2
"P16389","KCNA2",2
"Q9BXL6","CARD14",2
"Q8N344","MIER2",2
"Q96GX8","C16orf74",2
"Q9UPN6","SCAF8",2
"P11908","PRPS2",2
"Q9NP73","ALG13",2
"Q9Y265","RUVBL1",2
"Q96NZ1","FOXN4",2
"P49418","AMPH",2
"Q8N9M1","C19orf47",2
"P17022","ZNF18",2
"O75531","BANF1",2
"Q53T94","TAF1B",2
"P35998","PSMC2",2
"Q8N8R7","ARL14EP",2
"Q15370","ELOB",2
"Q9Y258","CCL26",2
"O43353","RIPK2",2
"Q96K83","ZNF521",2
"Q9UM63","PLAGL1",2
"P61224","RAP1B",2
"Q9NPF4","OSGEP",2
"O96009","NAPSA",2
"Q5JTZ9","AARS2",2
"P10916","MYL2",2
"Q8N456","LRRC18",2
"Q9UBI6","GNG12",2
"P54821","PRRX1",2
"P06576","ATP5F1B",2
"Q9Y6K0","CEPT1",2
"Q8NCK3","ZNF485",2
"Q86XR2","NIBAN3",2
"Q9BZM2","PLA2G2F",2
"Q8IWY8","ZSCAN29",2
"Q9Y5Z4","HEBP2",2
"Q13370","PDE3B",2
"Q08AF8",NA,2
"Q9UP52","TFR2",2
"O95243","MBD4",2
"Q16695","H3-4",2
"P48556","PSMD8",2
"Q4VC39",NA,2
"P0C6T2","OST4",2
"Q11130","FUT7",2
"O14788","TNFSF11",2
"O15520","FGF10",2
"Q15121","PEA15",2
"Q9NX52","RHBDL2",2
"O14763","TNFRSF10B",2
"Q6UWJ8","CD164L2",2
"O95415","BRI3",2
"P48547","KCNC1",2
